id,created_at,user_id,product_id,discount,quantity
56,2016-12-02T08:04:45.000Z,10,109,,1
76,2016-12-19T19:40:17.000Z,15,185,,2
86,2016-06-08T10:56:25.000Z,16,147,,6
89,2016-08-28T16:44:40.000Z,16,90,,7
90,2016-12-29T08:29:20.000Z,16,87,,1
133,2016-10-25T11:08:11.000Z,20,36,5.87,4
144,2016-12-11T16:41:35.000Z,22,15,,1
195,2016-06-12T00:42:35.000Z,34,45,,9
252,2016-11-01T15:43:42.000Z,40,21,,3
316,2016-06-10T22:50:46.000Z,48,33,,3
323,2016-11-20T15:28:50.000Z,48,30,,3
327,2016-10-14T01:00:14.000Z,48,105,,5
351,2016-07-31T08:17:59.000Z,50,80,,4
413,2016-09-30T18:50:30.000Z,58,25,,4
416,2016-10-28T08:51:33.000Z,58,167,,6
420,2016-06-23T18:11:12.000Z,58,55,,6
445,2016-09-30T11:12:07.000Z,61,118,6.88,6
448,2016-12-25T22:19:38.000Z,61,1,,2
481,2016-12-14T17:13:11.000Z,65,151,,2
508,2016-08-21T02:43:50.000Z,66,36,,4
517,2016-12-28T08:49:34.000Z,68,113,,2
536,2016-11-27T05:57:53.000Z,68,104,,3
537,2016-09-24T20:04:25.000Z,68,51,,5
539,2016-11-12T15:04:02.000Z,68,177,,3
545,2016-10-31T22:23:38.000Z,69,176,,6
553,2016-12-05T20:35:30.000Z,70,185,4.18,2
566,2016-08-23T10:12:52.000Z,70,142,,8
567,2016-11-21T09:47:54.000Z,70,144,,3
570,2016-07-18T01:10:43.000Z,70,158,,5
646,2016-11-29T08:40:52.000Z,80,175,,3
677,2016-08-03T20:49:04.000Z,86,175,,7
731,2016-07-27T11:27:39.000Z,92,36,,4
747,2016-07-11T08:10:08.000Z,95,125,2.41,4
750,2016-12-22T08:05:14.000Z,95,175,,2
752,2016-09-28T15:41:39.000Z,95,192,3.55,5
764,2016-06-17T13:55:20.000Z,99,105,,5
792,2016-12-16T07:09:25.000Z,107,30,,1
814,2016-09-26T14:05:57.000Z,111,128,,5
828,2016-11-26T13:18:12.000Z,111,80,,3
857,2016-12-12T07:20:16.000Z,115,118,,2
889,2016-09-21T19:36:45.000Z,118,13,,4
928,2016-12-30T04:19:23.000Z,128,53,,3
932,2016-11-01T21:19:01.000Z,129,43,,2
968,2016-12-21T22:09:01.000Z,136,42,,1
981,2016-08-18T14:57:43.000Z,138,36,,7
1005,2016-11-05T16:15:41.000Z,140,55,7.17,3
1130,2016-10-24T06:46:13.000Z,151,166,,8
1136,2016-12-06T06:24:08.000Z,152,92,,3
1143,2016-11-02T08:10:15.000Z,153,73,,3
1169,2016-09-16T11:13:48.000Z,154,161,,5
1181,2016-06-27T02:16:49.000Z,154,125,2.71,6
1190,2016-09-20T07:18:23.000Z,155,132,,6
1191,2016-12-19T01:28:46.000Z,155,188,,2
1195,2016-06-01T18:12:52.000Z,155,170,,4
1196,2016-08-01T02:36:07.000Z,155,140,,5
1212,2016-06-13T09:02:30.000Z,155,94,,6
1213,2016-10-05T09:18:59.000Z,155,67,,6
1222,2016-10-11T00:23:59.000Z,155,9,,7
1235,2016-12-10T23:04:21.000Z,158,119,,2
1238,2016-10-14T09:10:10.000Z,158,154,,6
1289,2016-12-26T04:54:45.000Z,169,168,,2
1320,2016-11-01T12:56:20.000Z,173,133,9.16,3
1442,2016-09-10T00:45:38.000Z,205,166,,2
1479,2016-11-11T13:12:04.000Z,211,146,,2
1536,2016-09-23T06:32:40.000Z,221,44,,4
1626,2016-11-29T11:51:58.000Z,232,104,,2
1633,2016-08-22T14:28:59.000Z,232,66,,8
1680,2016-07-19T14:08:49.000Z,235,51,,5
1694,2016-10-03T22:17:23.000Z,236,21,8.81,7
1713,2016-12-11T16:08:07.000Z,240,55,,1
1788,2016-12-29T06:20:53.000Z,251,57,2.75,2
1851,2016-09-02T11:28:00.000Z,261,192,,5
1889,2016-11-19T16:54:33.000Z,268,9,,3
1960,2016-08-06T15:34:24.000Z,274,45,,6
1977,2016-10-24T21:14:37.000Z,275,189,,3
1978,2016-09-09T20:30:18.000Z,275,138,,4
1995,2016-12-12T11:47:31.000Z,276,194,,1
2000,2016-08-17T15:38:02.000Z,276,109,,9
2047,2016-12-21T19:59:14.000Z,285,99,,2
2111,2016-12-30T20:33:35.000Z,296,52,,2
2138,2016-12-04T05:00:22.000Z,301,68,,1
2162,2016-12-25T01:58:49.000Z,304,27,,1
2164,2016-10-08T04:53:33.000Z,304,43,5.13,5
2211,2016-11-16T01:50:52.000Z,310,199,,3
2216,2016-05-21T01:25:54.000Z,310,125,,3
2305,2016-12-24T03:18:25.000Z,322,50,,1
2312,2016-07-19T09:38:12.000Z,322,96,,5
2322,2016-06-11T16:55:44.000Z,325,33,,5
2355,2016-11-07T11:58:02.000Z,328,120,,2
2361,2016-08-09T23:14:45.000Z,328,173,,5
2365,2016-09-14T22:01:38.000Z,328,92,5.96,4
2368,2016-08-26T14:10:27.000Z,328,166,,6
2376,2016-09-13T10:58:52.000Z,329,137,,3
2384,2016-08-06T10:50:48.000Z,329,82,,8
2449,2016-10-30T01:49:39.000Z,338,105,,4
2468,2016-10-25T20:40:28.000Z,342,53,,6
2477,2016-11-23T15:50:07.000Z,342,120,,3
2508,2016-12-27T06:01:19.000Z,347,82,4.71,2
2516,2016-10-26T04:17:09.000Z,348,194,,2
2542,2016-12-13T18:49:44.000Z,351,178,,1
2548,2016-10-22T06:59:03.000Z,351,170,,6
2551,2016-07-19T10:02:28.000Z,351,5,,4
2558,2016-11-05T05:16:12.000Z,352,80,3.2,3
2627,2016-11-07T15:47:01.000Z,361,43,,3
2646,2016-12-14T18:51:18.000Z,363,35,,2
2655,2016-12-20T21:04:59.000Z,367,164,,1
2679,2016-09-30T18:52:52.000Z,375,109,,4
2683,2016-09-12T00:19:46.000Z,375,34,,5
2738,2016-12-25T16:32:09.000Z,379,175,,2
2797,2016-10-24T14:52:31.000Z,394,160,,3
2819,2016-12-04T01:56:25.000Z,399,109,,1
2844,2016-12-27T14:01:59.000Z,403,117,,1
2845,2016-08-14T09:46:22.000Z,403,105,,3
2852,2016-11-14T20:20:24.000Z,403,133,,3
2896,2016-06-28T01:32:09.000Z,409,92,,5
2924,2016-09-27T11:40:18.000Z,412,117,4.9,3
2958,2016-06-12T01:59:46.000Z,414,45,,2
3019,2016-11-17T19:13:15.000Z,425,156,,3
3044,2016-07-29T18:41:00.000Z,436,45,,6
3102,2016-10-26T20:52:59.000Z,443,85,,4
3106,2016-10-05T18:59:46.000Z,443,12,,4
3121,2016-10-01T20:30:47.000Z,446,27,,7
3124,2016-06-17T02:53:36.000Z,446,9,,6
3135,2016-10-19T21:53:13.000Z,447,6,,6
3138,2016-09-20T17:22:47.000Z,448,146,,4
3179,2016-10-18T16:01:43.000Z,451,193,,4
3232,2016-12-02T02:15:11.000Z,457,46,,2
3246,2016-12-05T11:11:28.000Z,459,51,,2
3254,2016-11-26T08:36:32.000Z,459,82,5.39,4
3294,2016-08-29T13:17:13.000Z,468,175,,7
3303,2016-12-02T07:58:38.000Z,470,156,8.09,2
3311,2016-10-15T10:27:33.000Z,470,80,,6
3377,2016-12-24T13:44:07.000Z,484,105,,1
3430,2016-08-08T15:22:21.000Z,490,191,,4
3431,2016-10-03T07:27:18.000Z,490,36,,3
3432,2016-07-10T19:32:01.000Z,490,4,,3
3466,2016-12-20T15:55:52.000Z,493,79,6.61,2
3529,2016-07-18T03:32:44.000Z,501,51,,2
3575,2016-12-29T10:41:15.000Z,508,62,,2
3626,2016-07-29T18:09:48.000Z,512,125,,3
3650,2016-07-05T02:14:50.000Z,518,139,,3
3690,2016-12-31T18:31:53.000Z,521,80,,3
3709,2016-11-18T17:11:09.000Z,523,116,,2
3714,2016-07-05T22:06:47.000Z,525,162,,4
3749,2016-08-09T15:33:55.000Z,530,173,,4
3785,2016-11-09T12:32:10.000Z,533,30,,3
3813,2016-07-22T18:07:16.000Z,536,45,,6
3826,2016-11-16T20:05:34.000Z,537,95,,2
3828,2016-11-11T06:04:21.000Z,537,60,,3
3844,2016-11-17T20:12:04.000Z,538,199,,2
3939,2016-11-07T23:22:20.000Z,551,162,,3
4012,2016-10-22T19:32:30.000Z,558,97,,5
4019,2016-12-23T14:20:30.000Z,558,104,,2
4093,2016-10-14T09:04:05.000Z,566,173,,35
4101,2016-09-17T23:09:57.000Z,567,55,,4
4126,2016-12-15T13:50:36.000Z,571,127,,3
4133,2016-12-20T20:29:52.000Z,573,68,,3
4142,2016-08-23T18:33:13.000Z,574,57,,6
